Plot,Edad,Sp,AB
2,27,BUEX,0.044689155
2,28,BUEX,0.05576327
2,29,BUEX,0.052484232
2,30,BUEX,0.049401544
2,31,BUEX,0.056391588
2,32,BUEX,0.063048623
2,33,BUEX,0.067701322
3,40,BUEX,0
3,41,BUEX,0
3,42,BUEX,0
3,43,BUEX,0
3,44,BUEX,0
3,45,BUEX,0
3,46,BUEX,0
3,47,BUEX,0
3,48,BUEX,0
3,49,BUEX,0
3,50,BUEX,0
4,10,BUEX,0
4,11,BUEX,0
4,12,BUEX,0
4,13,BUEX,0
4,14,BUEX,0
4,15,BUEX,0
4,16,BUEX,0
4,17,BUEX,0
4,18,BUEX,0
4,19,BUEX,0
6,18,BUEX,0
6,19,BUEX,0
6,20,BUEX,0
6,21,BUEX,0.032397674
6,22,BUEX,0.046299222
6,23,BUEX,0.09743846
6,24,BUEX,0.099784837
6,25,BUEX,0.107717358
6,26,BUEX,0.068094021
6,27,BUEX,0.038013271
8,2,BUEX,0
8,3,BUEX,0
8,4,BUEX,0
8,5,BUEX,0
8,6,BUEX,0
8,7,BUEX,0
8,8,BUEX,0
8,9,BUEX,0
8,10,BUEX,0
9,36,BUEX,0
9,37,BUEX,0
9,38,BUEX,0
9,39,BUEX,0
9,40,BUEX,0
9,41,BUEX,0
9,42,BUEX,0
9,43,BUEX,0
9,44,BUEX,0
9,45,BUEX,0
9,46,BUEX,0
10,5,BUEX,0
10,6,BUEX,0
10,7,BUEX,0
10,8,BUEX,0
10,9,BUEX,0
10,10,BUEX,0
10,11,BUEX,0
10,12,BUEX,0
10,13,BUEX,0
10,14,BUEX,0
11,3,BUEX,0
11,4,BUEX,0
11,5,BUEX,0
11,6,BUEX,0
11,7,BUEX,0
11,8,BUEX,0
11,9,BUEX,0
11,10,BUEX,0
12,9,BUEX,0
12,10,BUEX,0
12,11,BUEX,0
12,12,BUEX,0
12,13,BUEX,0
12,14,BUEX,0
12,15,BUEX,0
12,16,BUEX,0
12,17,BUEX,0
12,18,BUEX,0
12,19,BUEX,0
13,16,BUEX,0
13,17,BUEX,0
13,18,BUEX,0
13,19,BUEX,0
13,20,BUEX,0
13,21,BUEX,0
13,22,BUEX,0
13,23,BUEX,0
13,24,BUEX,0
13,25,BUEX,0
14,2,BUEX,0
14,3,BUEX,0
14,4,BUEX,0
14,5,BUEX,0
14,6,BUEX,0
14,7,BUEX,0
14,8,BUEX,0
14,9,BUEX,0
14,10,BUEX,0
15,7,BUEX,0
15,8,BUEX,0
15,9,BUEX,0
15,10,BUEX,0
15,11,BUEX,0
15,12,BUEX,0
15,13,BUEX,0
15,14,BUEX,0
15,15,BUEX,0
15,16,BUEX,0
16,62,BUEX,1.964997482
16,63,BUEX,2.003629255
16,64,BUEX,2.047297393
16,65,BUEX,2.196758663
16,66,BUEX,2.168179987
16,67,BUEX,1.018072369
16,68,BUEX,1.063448748
16,69,BUEX,1.011848089
16,70,BUEX,1.03721645
17,56,BUEX,0.108816916
17,57,BUEX,0.108816916
17,58,BUEX,0.117805144
17,59,BUEX,0.106264372
17,60,BUEX,0.106558896
17,61,BUEX,0.114157623
17,62,BUEX,0.119243076
17,63,BUEX,0.133556958
1,30,BUSI,0
1,31,BUSI,0.024543693
1,32,BUSI,0.061378866
1,33,BUSI,0.071549773
1,34,BUSI,0.129728142
1,35,BUSI,0.317163413
1,36,BUSI,0.397555591
1,37,BUSI,0.45951683
1,38,BUSI,0.553332641
1,39,BUSI,0.695832464
2,23,BUSI,0.08105309
2,24,BUSI,0.099235058
2,25,BUSI,0.244847877
2,26,BUSI,0.266721216
2,27,BUSI,0.28207575
2,28,BUSI,0.45453937
2,29,BUSI,0.452305697
2,30,BUSI,0.466997748
2,31,BUSI,0.682825163
2,32,BUSI,0.800455534
2,33,BUSI,0.989798035
3,40,BUSI,0
3,41,BUSI,0
3,42,BUSI,0
3,43,BUSI,0
3,44,BUSI,0
3,45,BUSI,0
3,46,BUSI,0
3,47,BUSI,0
3,48,BUSI,0
3,49,BUSI,0
3,50,BUSI,0
4,10,BUSI,0
4,11,BUSI,0
4,12,BUSI,0
4,13,BUSI,0
4,14,BUSI,0
4,15,BUSI,0
4,16,BUSI,0
4,17,BUSI,0
4,18,BUSI,0
4,19,BUSI,0
6,18,BUSI,0.107815533
6,19,BUSI,0.087022117
6,20,BUSI,0.173033033
6,21,BUSI,0.173651534
6,22,BUSI,0.306874697
6,23,BUSI,0.414385888
6,24,BUSI,0.419333897
6,25,BUSI,0.579083098
6,26,BUSI,0.752431075
6,27,BUSI,0.816383692
8,2,BUSI,0
8,3,BUSI,0
8,4,BUSI,0
8,5,BUSI,0
8,6,BUSI,0
8,7,BUSI,0
8,8,BUSI,0
8,9,BUSI,0
8,10,BUSI,0
9,36,BUSI,0.090477868
9,37,BUSI,0.086747227
9,38,BUSI,0.053092916
9,39,BUSI,0.060946897
9,40,BUSI,0.101414538
9,41,BUSI,0.124505244
9,42,BUSI,0.117839177
9,43,BUSI,0.144847056
9,44,BUSI,0.164207121
9,45,BUSI,0.185393236
9,46,BUSI,0.216985878
10,5,BUSI,0
10,6,BUSI,0
10,7,BUSI,0
10,8,BUSI,0
10,9,BUSI,0
10,10,BUSI,0
10,11,BUSI,0
10,12,BUSI,0
10,13,BUSI,0
10,14,BUSI,0
11,3,BUSI,0
11,4,BUSI,0
11,5,BUSI,0
11,6,BUSI,0
11,7,BUSI,0
11,8,BUSI,0
11,9,BUSI,0
11,10,BUSI,0
12,9,BUSI,0
12,10,BUSI,0
12,11,BUSI,0
12,12,BUSI,0
12,13,BUSI,0
12,14,BUSI,0
12,15,BUSI,0
12,16,BUSI,0
12,17,BUSI,0
12,18,BUSI,0
12,19,BUSI,0
13,16,BUSI,0
13,17,BUSI,0
13,18,BUSI,0
13,19,BUSI,0
13,20,BUSI,0
13,21,BUSI,0
13,22,BUSI,0
13,23,BUSI,0
13,24,BUSI,0
13,25,BUSI,0
14,2,BUSI,0
14,3,BUSI,0
14,4,BUSI,0
14,5,BUSI,0
14,6,BUSI,0
14,7,BUSI,0
14,8,BUSI,0
14,9,BUSI,0
14,10,BUSI,0
15,7,BUSI,0
15,8,BUSI,0
15,9,BUSI,0
15,10,BUSI,0
15,11,BUSI,0
15,12,BUSI,0
15,13,BUSI,0
15,14,BUSI,0
15,15,BUSI,0
15,16,BUSI,0
16,62,BUSI,0.657554977
16,63,BUSI,0.636172512
16,64,BUSI,0.738981132
16,65,BUSI,0.809136823
16,66,BUSI,0.874167791
16,67,BUSI,0.899202357
16,68,BUSI,0.882473376
16,69,BUSI,0.916088418
16,70,BUSI,0.916088418
17,56,BUSI,0
17,57,BUSI,0
17,58,BUSI,0
17,59,BUSI,0
17,60,BUSI,0
17,61,BUSI,0
17,62,BUSI,0
17,63,BUSI,0
1,30,CAPL,0
1,31,CAPL,0
1,32,CAPL,0
1,33,CAPL,0
1,34,CAPL,0
1,35,CAPL,0
1,36,CAPL,0
1,37,CAPL,0
1,38,CAPL,0.035342917
1,39,CAPL,0.040212386
2,23,CAPL,0
2,24,CAPL,0
2,25,CAPL,0
2,26,CAPL,0
2,27,CAPL,0
2,28,CAPL,0
2,29,CAPL,0
2,30,CAPL,0
2,31,CAPL,0
2,32,CAPL,0
2,33,CAPL,0
3,40,CAPL,0
3,41,CAPL,0
3,42,CAPL,0
3,43,CAPL,0.050074042
3,44,CAPL,0.066051986
3,45,CAPL,0.077931133
3,46,CAPL,0.082957681
3,47,CAPL,0.110446617
3,48,CAPL,0.113411495
3,49,CAPL,0.132025431
3,50,CAPL,0.148616967
4,10,CAPL,0
4,11,CAPL,0
4,12,CAPL,0
4,13,CAPL,0
4,14,CAPL,0
4,15,CAPL,0
4,16,CAPL,0
4,17,CAPL,0
4,18,CAPL,0
4,19,CAPL,0
6,18,CAPL,0
6,19,CAPL,0
6,20,CAPL,0
6,21,CAPL,0
6,22,CAPL,0
6,23,CAPL,0
6,24,CAPL,0
6,25,CAPL,0
6,26,CAPL,0
6,27,CAPL,0
8,2,CAPL,0
8,3,CAPL,0
8,4,CAPL,0
8,5,CAPL,0
8,6,CAPL,0
8,7,CAPL,0
8,8,CAPL,0
8,9,CAPL,0
8,10,CAPL,0
9,36,CAPL,0
9,37,CAPL,0
9,38,CAPL,0
9,39,CAPL,0
9,40,CAPL,0
9,41,CAPL,0
9,42,CAPL,0
9,43,CAPL,0
9,44,CAPL,0.049087385
9,45,CAPL,0.063793966
9,46,CAPL,0.073061664
10,5,CAPL,0
10,6,CAPL,0
10,7,CAPL,0
10,8,CAPL,0
10,9,CAPL,0
10,10,CAPL,0
10,11,CAPL,0
10,12,CAPL,0
10,13,CAPL,0
10,14,CAPL,0
11,3,CAPL,0
11,4,CAPL,0
11,5,CAPL,0
11,6,CAPL,0
11,7,CAPL,0
11,8,CAPL,0
11,9,CAPL,0
11,10,CAPL,0
12,9,CAPL,0
12,10,CAPL,0
12,11,CAPL,0
12,12,CAPL,0
12,13,CAPL,0
12,14,CAPL,0
12,15,CAPL,0
12,16,CAPL,0
12,17,CAPL,0
12,18,CAPL,0
12,19,CAPL,0
13,16,CAPL,0
13,17,CAPL,0
13,18,CAPL,0
13,19,CAPL,0
13,20,CAPL,0
13,21,CAPL,0
13,22,CAPL,0
13,23,CAPL,0
13,24,CAPL,0
13,25,CAPL,0
14,2,CAPL,0
14,3,CAPL,0
14,4,CAPL,0
14,5,CAPL,0
14,6,CAPL,0
14,7,CAPL,0
14,8,CAPL,0
14,9,CAPL,0
14,10,CAPL,0
15,7,CAPL,0
15,8,CAPL,0
15,9,CAPL,0
15,10,CAPL,0
15,11,CAPL,0
15,12,CAPL,0
15,13,CAPL,0
15,14,CAPL,0
15,15,CAPL,0
15,16,CAPL,0
16,62,CAPL,0.064412467
16,63,CAPL,0.066012716
16,64,CAPL,0.07261006
16,65,CAPL,0.076026542
16,66,CAPL,0.079521564
16,67,CAPL,0.083095126
16,68,CAPL,0.09428705
16,69,CAPL,0.09428705
16,70,CAPL,0.049087385
17,56,CAPL,0
17,57,CAPL,0
17,58,CAPL,0
17,59,CAPL,0
17,60,CAPL,0
17,61,CAPL,0
17,62,CAPL,0
17,63,CAPL,0
1,30,CAIN,0.171197165
1,31,CAIN,0.237838199
1,32,CAIN,0.427060251
1,33,CAIN,0.541551669
1,34,CAIN,0.649131582
1,35,CAIN,1.26570841
1,36,CAIN,1.071216729
1,37,CAIN,1.592826745
1,38,CAIN,1.528109937
1,39,CAIN,1.585836702
2,23,CAIN,0
2,24,CAIN,0
2,25,CAIN,0
2,26,CAIN,0
2,27,CAIN,0
2,28,CAIN,0
2,29,CAIN,0
2,30,CAIN,0
2,31,CAIN,0
2,32,CAIN,0
2,33,CAIN,0
3,40,CAIN,0.046741008
3,41,CAIN,0.046741008
3,42,CAIN,0.048105638
3,43,CAIN,0.080306962
3,44,CAIN,0.088357293
3,45,CAIN,0.094640479
3,46,CAIN,0.100570235
3,47,CAIN,0.117377756
3,48,CAIN,0.108777646
3,49,CAIN,0.153309721
3,50,CAIN,0.14553428
4,10,CAIN,0.118948552
4,11,CAIN,0.129021283
4,12,CAIN,0.162871944
4,13,CAIN,0.094993908
4,14,CAIN,0.144395452
4,15,CAIN,0.174436932
4,16,CAIN,0.217398212
4,17,CAIN,0.346667318
4,18,CAIN,0.384413131
4,19,CAIN,0.539332919
6,18,CAIN,0
6,19,CAIN,0
6,20,CAIN,0
6,21,CAIN,0
6,22,CAIN,0
6,23,CAIN,0
6,24,CAIN,0
6,25,CAIN,0
6,26,CAIN,0
6,27,CAIN,0
8,2,CAIN,0
8,3,CAIN,0
8,4,CAIN,0
8,5,CAIN,0
8,6,CAIN,0.011309734
8,7,CAIN,0.261517168
8,8,CAIN,0.58567141
8,9,CAIN,0.976878236
8,10,CAIN,1.372286941
9,36,CAIN,0.566213171
9,37,CAIN,0.572030026
9,38,CAIN,0.687326476
9,39,CAIN,0.698228785
9,40,CAIN,0.693310229
9,41,CAIN,0.726944905
9,42,CAIN,0.797542186
9,43,CAIN,0.917384325
9,44,CAIN,0.959579841
9,45,CAIN,1.021979725
9,46,CAIN,1.140830102
10,5,CAIN,0
10,6,CAIN,0
10,7,CAIN,0
10,8,CAIN,0
10,9,CAIN,0
10,10,CAIN,0
10,11,CAIN,0
10,12,CAIN,0
10,13,CAIN,0
10,14,CAIN,0
11,3,CAIN,0
11,4,CAIN,0
11,5,CAIN,0
11,6,CAIN,0
11,7,CAIN,0
11,8,CAIN,0
11,9,CAIN,0
11,10,CAIN,0
12,9,CAIN,0
12,10,CAIN,0
12,11,CAIN,0.055174221
12,12,CAIN,0.094758288
12,13,CAIN,0.093828982
12,14,CAIN,0.126056405
12,15,CAIN,0.163462956
12,16,CAIN,0.296599726
12,17,CAIN,0.507681373
12,18,CAIN,0.560131527
12,19,CAIN,0.42329034
13,16,CAIN,0
13,17,CAIN,0
13,18,CAIN,0
13,19,CAIN,0
13,20,CAIN,0
13,21,CAIN,0
13,22,CAIN,0
13,23,CAIN,0
13,24,CAIN,0
13,25,CAIN,0
14,2,CAIN,0
14,3,CAIN,0
14,4,CAIN,0
14,5,CAIN,0.010207035
14,6,CAIN,0.013273229
14,7,CAIN,0.077675878
14,8,CAIN,0.114745101
14,9,CAIN,0.286827409
14,10,CAIN,0.28238991
15,7,CAIN,0.125094292
15,8,CAIN,0.143099545
15,9,CAIN,0.248499979
15,10,CAIN,0.194975094
15,11,CAIN,0.233420334
15,12,CAIN,0.215984495
15,13,CAIN,0.202587173
15,14,CAIN,0.309800306
15,15,CAIN,0.390931936
15,16,CAIN,0.482370951
16,62,CAIN,0
16,63,CAIN,0
16,64,CAIN,0
16,65,CAIN,0
16,66,CAIN,0
16,67,CAIN,0
16,68,CAIN,0
16,69,CAIN,0
16,70,CAIN,0
17,56,CAIN,0
17,57,CAIN,0
17,58,CAIN,0
17,59,CAIN,0
17,60,CAIN,0
17,61,CAIN,0
17,62,CAIN,0
17,63,CAIN,0
1,30,CAOV,0
1,31,CAOV,0
1,32,CAOV,0
1,33,CAOV,0
1,34,CAOV,0
1,35,CAOV,0
1,36,CAOV,0
1,37,CAOV,0
1,38,CAOV,0
1,39,CAOV,0
2,23,CAOV,0
2,24,CAOV,0
2,25,CAOV,0
2,26,CAOV,0
2,27,CAOV,0
2,28,CAOV,0
2,29,CAOV,0
2,30,CAOV,0
2,31,CAOV,0
2,32,CAOV,0
2,33,CAOV,0
3,40,CAOV,0
3,41,CAOV,0
3,42,CAOV,0
3,43,CAOV,0
3,44,CAOV,0
3,45,CAOV,0
3,46,CAOV,0
3,47,CAOV,0
3,48,CAOV,0
3,49,CAOV,0
3,50,CAOV,0
4,10,CAOV,0
4,11,CAOV,0
4,12,CAOV,0
4,13,CAOV,0
4,14,CAOV,0
4,15,CAOV,0
4,16,CAOV,0
4,17,CAOV,0
4,18,CAOV,0
4,19,CAOV,0
6,18,CAOV,0
6,19,CAOV,0
6,20,CAOV,0.031415927
6,21,CAOV,0.031415927
6,22,CAOV,0.031415927
6,23,CAOV,0.041547563
6,24,CAOV,0.028627763
6,25,CAOV,0.04276493
6,26,CAOV,0.053760504
6,27,CAOV,0.083095126
8,2,CAOV,0
8,3,CAOV,0
8,4,CAOV,0
8,5,CAOV,0
8,6,CAOV,0
8,7,CAOV,0
8,8,CAOV,0
8,9,CAOV,0
8,10,CAOV,0
9,36,CAOV,0
9,37,CAOV,0.013273229
9,38,CAOV,0.017671459
9,39,CAOV,0.017671459
9,40,CAOV,0.015393804
9,41,CAOV,0.017671459
9,42,CAOV,0.021382465
9,43,CAOV,0.02659044
9,44,CAOV,0.028352874
9,45,CAOV,0.031415927
9,46,CAOV,0.041547563
10,5,CAOV,0
10,6,CAOV,0
10,7,CAOV,0
10,8,CAOV,0
10,9,CAOV,0
10,10,CAOV,0
10,11,CAOV,0
10,12,CAOV,0
10,13,CAOV,0
10,14,CAOV,0
11,3,CAOV,0
11,4,CAOV,0
11,5,CAOV,0
11,6,CAOV,0
11,7,CAOV,0
11,8,CAOV,0
11,9,CAOV,0
11,10,CAOV,0
12,9,CAOV,0
12,10,CAOV,0
12,11,CAOV,0
12,12,CAOV,0
12,13,CAOV,0
12,14,CAOV,0
12,15,CAOV,0
12,16,CAOV,0
12,17,CAOV,0
12,18,CAOV,0
12,19,CAOV,0
13,16,CAOV,0
13,17,CAOV,0
13,18,CAOV,0
13,19,CAOV,0
13,20,CAOV,0
13,21,CAOV,0
13,22,CAOV,0
13,23,CAOV,0
13,24,CAOV,0
13,25,CAOV,0
14,2,CAOV,0
14,3,CAOV,0
14,4,CAOV,0
14,5,CAOV,0
14,6,CAOV,0
14,7,CAOV,0
14,8,CAOV,0
14,9,CAOV,0
14,10,CAOV,0
15,7,CAOV,0
15,8,CAOV,0
15,9,CAOV,0
15,10,CAOV,0
15,11,CAOV,0
15,12,CAOV,0
15,13,CAOV,0
15,14,CAOV,0
15,15,CAOV,0
15,16,CAOV,0
16,62,CAOV,0
16,63,CAOV,0
16,64,CAOV,0
16,65,CAOV,0
16,66,CAOV,0
16,67,CAOV,0
16,68,CAOV,0
16,69,CAOV,0
16,70,CAOV,0
17,56,CAOV,0
17,57,CAOV,0
17,58,CAOV,0
17,59,CAOV,0
17,60,CAOV,0
17,61,CAOV,0
17,62,CAOV,0
17,63,CAOV,0
1,30,CATR,0
1,31,CATR,0
1,32,CATR,0
1,33,CATR,0
1,34,CATR,0
1,35,CATR,0
1,36,CATR,0
1,37,CATR,0
1,38,CATR,0
1,39,CATR,0
2,23,CATR,0
2,24,CATR,0
2,25,CATR,0
2,26,CATR,0
2,27,CATR,0
2,28,CATR,0
2,29,CATR,0
2,30,CATR,0
2,31,CATR,0
2,32,CATR,0
2,33,CATR,0
3,40,CATR,0
3,41,CATR,0
3,42,CATR,0
3,43,CATR,0
3,44,CATR,0
3,45,CATR,0
3,46,CATR,0
3,47,CATR,0
3,48,CATR,0
3,49,CATR,0
3,50,CATR,0
4,10,CATR,0
4,11,CATR,0
4,12,CATR,0
4,13,CATR,0
4,14,CATR,0
4,15,CATR,0
4,16,CATR,0
4,17,CATR,0
4,18,CATR,0
4,19,CATR,0
6,18,CATR,0
6,19,CATR,0
6,20,CATR,0
6,21,CATR,0
6,22,CATR,0
6,23,CATR,0
6,24,CATR,0
6,25,CATR,0
6,26,CATR,0
6,27,CATR,0
8,2,CATR,0
8,3,CATR,0
8,4,CATR,0
8,5,CATR,0
8,6,CATR,0
8,7,CATR,0
8,8,CATR,0
8,9,CATR,0
8,10,CATR,0
9,36,CATR,0
9,37,CATR,0
9,38,CATR,0
9,39,CATR,0
9,40,CATR,0
9,41,CATR,0
9,42,CATR,0
9,43,CATR,0
9,44,CATR,0
9,45,CATR,0
9,46,CATR,0
10,5,CATR,0
10,6,CATR,0
10,7,CATR,0
10,8,CATR,0
10,9,CATR,0
10,10,CATR,0
10,11,CATR,0
10,12,CATR,0
10,13,CATR,0
10,14,CATR,0
11,3,CATR,0
11,4,CATR,0
11,5,CATR,0
11,6,CATR,0
11,7,CATR,0
11,8,CATR,0
11,9,CATR,0
11,10,CATR,0
12,9,CATR,0
12,10,CATR,0
12,11,CATR,0
12,12,CATR,0
12,13,CATR,0
12,14,CATR,0
12,15,CATR,0
12,16,CATR,0
12,17,CATR,0
12,18,CATR,0
12,19,CATR,0
13,16,CATR,0
13,17,CATR,0
13,18,CATR,0
13,19,CATR,0
13,20,CATR,0
13,21,CATR,0
13,22,CATR,0
13,23,CATR,0
13,24,CATR,0
13,25,CATR,0
14,2,CATR,0
14,3,CATR,0
14,4,CATR,0
14,5,CATR,0
14,6,CATR,0
14,7,CATR,0
14,8,CATR,0
14,9,CATR,0
14,10,CATR,0
15,7,CATR,0
15,8,CATR,0
15,9,CATR,0
15,10,CATR,0
15,11,CATR,0
15,12,CATR,0
15,13,CATR,0
15,14,CATR,0
15,15,CATR,0
15,16,CATR,0
16,62,CATR,0.057255526
16,63,CATR,0.059395736
16,64,CATR,0.059395736
16,65,CATR,0.061575216
16,66,CATR,0.063793966
16,67,CATR,0.066051986
16,68,CATR,0.061575216
16,69,CATR,0.063793966
16,70,CATR,0.061575216
17,56,CATR,0.045238934
17,57,CATR,0.045238934
17,58,CATR,0.040221567
17,59,CATR,0.033025993
17,60,CATR,0.037738382
17,61,CATR,0.024543693
17,62,CATR,0.024543693
17,63,CATR,0.026546458
1,30,CEPA,0
1,31,CEPA,0
1,32,CEPA,0
1,33,CEPA,0
1,34,CEPA,0
1,35,CEPA,0
1,36,CEPA,0
1,37,CEPA,0
1,38,CEPA,0
1,39,CEPA,0
2,23,CEPA,0
2,24,CEPA,0
2,25,CEPA,0
2,26,CEPA,0
2,27,CEPA,0
2,28,CEPA,0
2,29,CEPA,0
2,30,CEPA,0
2,31,CEPA,0
2,32,CEPA,0
2,33,CEPA,0
3,40,CEPA,0
3,41,CEPA,0
3,42,CEPA,0
3,43,CEPA,0
3,44,CEPA,0
3,45,CEPA,0
3,46,CEPA,0
3,47,CEPA,0
3,48,CEPA,0
3,49,CEPA,0
3,50,CEPA,0
4,10,CEPA,0
4,11,CEPA,0
4,12,CEPA,0
4,13,CEPA,0
4,14,CEPA,0
4,15,CEPA,0
4,16,CEPA,0
4,17,CEPA,0
4,18,CEPA,0
4,19,CEPA,0
6,18,CEPA,0
6,19,CEPA,0
6,20,CEPA,0
6,21,CEPA,0
6,22,CEPA,0
6,23,CEPA,0
6,24,CEPA,0
6,25,CEPA,0
6,26,CEPA,0.028627763
6,27,CEPA,0.030787608
8,2,CEPA,0
8,3,CEPA,0
8,4,CEPA,0
8,5,CEPA,0
8,6,CEPA,0
8,7,CEPA,0.210565248
8,8,CEPA,0.241745555
8,9,CEPA,0.264757721
8,10,CEPA,0.272376083
9,36,CEPA,0
9,37,CEPA,0
9,38,CEPA,0
9,39,CEPA,0
9,40,CEPA,0
9,41,CEPA,0
9,42,CEPA,0
9,43,CEPA,0
9,44,CEPA,0
9,45,CEPA,0
9,46,CEPA,0
10,5,CEPA,0
10,6,CEPA,0
10,7,CEPA,0
10,8,CEPA,0
10,9,CEPA,0
10,10,CEPA,0
10,11,CEPA,0
10,12,CEPA,0
10,13,CEPA,0
10,14,CEPA,0
11,3,CEPA,0
11,4,CEPA,0
11,5,CEPA,0
11,6,CEPA,0
11,7,CEPA,0
11,8,CEPA,0
11,9,CEPA,0
11,10,CEPA,0
12,9,CEPA,0
12,10,CEPA,0
12,11,CEPA,0
12,12,CEPA,0
12,13,CEPA,0
12,14,CEPA,0
12,15,CEPA,0
12,16,CEPA,0
12,17,CEPA,0
12,18,CEPA,0
12,19,CEPA,0
13,16,CEPA,0
13,17,CEPA,0
13,18,CEPA,0
13,19,CEPA,0
13,20,CEPA,0
13,21,CEPA,0
13,22,CEPA,0
13,23,CEPA,0
13,24,CEPA,0
13,25,CEPA,0
14,2,CEPA,0
14,3,CEPA,0
14,4,CEPA,0
14,5,CEPA,0
14,6,CEPA,0
14,7,CEPA,0.036530832
14,8,CEPA,0.037738382
14,9,CEPA,0.048105638
14,10,CEPA,0.045396014
15,7,CEPA,0
15,8,CEPA,0
15,9,CEPA,0
15,10,CEPA,0
15,11,CEPA,0
15,12,CEPA,0
15,13,CEPA,0
15,14,CEPA,0
15,15,CEPA,0
15,16,CEPA,0
16,62,CEPA,0
16,63,CEPA,0
16,64,CEPA,0
16,65,CEPA,0
16,66,CEPA,0
16,67,CEPA,0
16,68,CEPA,0
16,69,CEPA,0
16,70,CEPA,0
17,56,CEPA,4.209243282
17,57,CEPA,4.157426638
17,58,CEPA,4.40677122
17,59,CEPA,4.615078148
17,60,CEPA,4.79072263
17,61,CEPA,5.147852992
17,62,CEPA,5.307799328
17,63,CEPA,5.537057052
1,30,CHMA,0
1,31,CHMA,0
1,32,CHMA,0
1,33,CHMA,0
1,34,CHMA,0
1,35,CHMA,0
1,36,CHMA,0
1,37,CHMA,0
1,38,CHMA,0
1,39,CHMA,0
2,23,CHMA,0
2,24,CHMA,0
2,25,CHMA,0
2,26,CHMA,0
2,27,CHMA,0
2,28,CHMA,0
2,29,CHMA,0
2,30,CHMA,0
2,31,CHMA,0
2,32,CHMA,0
2,33,CHMA,0
3,40,CHMA,0
3,41,CHMA,0
3,42,CHMA,0.035342917
3,43,CHMA,0.056705747
3,44,CHMA,0.07261006
3,45,CHMA,0.049087385
3,46,CHMA,0.130081571
3,47,CHMA,0.166268791
3,48,CHMA,0.195662317
3,49,CHMA,0.298412032
3,50,CHMA,0.415770153
4,10,CHMA,0
4,11,CHMA,0
4,12,CHMA,0
4,13,CHMA,0
4,14,CHMA,0
4,15,CHMA,0
4,16,CHMA,0
4,17,CHMA,0
4,18,CHMA,0
4,19,CHMA,0
6,18,CHMA,0
6,19,CHMA,0
6,20,CHMA,0
6,21,CHMA,0
6,22,CHMA,0
6,23,CHMA,0
6,24,CHMA,0
6,25,CHMA,0
6,26,CHMA,0
6,27,CHMA,0
8,2,CHMA,0
8,3,CHMA,0
8,4,CHMA,0
8,5,CHMA,0
8,6,CHMA,0
8,7,CHMA,0
8,8,CHMA,0
8,9,CHMA,0
8,10,CHMA,0
9,36,CHMA,0
9,37,CHMA,0
9,38,CHMA,0
9,39,CHMA,0
9,40,CHMA,0
9,41,CHMA,0
9,42,CHMA,0
9,43,CHMA,0
9,44,CHMA,0
9,45,CHMA,0
9,46,CHMA,0
10,5,CHMA,0
10,6,CHMA,0
10,7,CHMA,0
10,8,CHMA,0
10,9,CHMA,0
10,10,CHMA,0
10,11,CHMA,0
10,12,CHMA,0
10,13,CHMA,0
10,14,CHMA,0
11,3,CHMA,0
11,4,CHMA,0
11,5,CHMA,0
11,6,CHMA,0
11,7,CHMA,0
11,8,CHMA,0
11,9,CHMA,0
11,10,CHMA,0
12,9,CHMA,0
12,10,CHMA,0
12,11,CHMA,0
12,12,CHMA,0
12,13,CHMA,0
12,14,CHMA,0
12,15,CHMA,0
12,16,CHMA,0
12,17,CHMA,0
12,18,CHMA,0
12,19,CHMA,0
13,16,CHMA,0
13,17,CHMA,0
13,18,CHMA,0
13,19,CHMA,0
13,20,CHMA,0
13,21,CHMA,0
13,22,CHMA,0
13,23,CHMA,0
13,24,CHMA,0
13,25,CHMA,0
14,2,CHMA,0
14,3,CHMA,0
14,4,CHMA,0
14,5,CHMA,0
14,6,CHMA,0
14,7,CHMA,0
14,8,CHMA,0
14,9,CHMA,0
14,10,CHMA,0
15,7,CHMA,0
15,8,CHMA,0
15,9,CHMA,0
15,10,CHMA,0
15,11,CHMA,0
15,12,CHMA,0
15,13,CHMA,0
15,14,CHMA,0
15,15,CHMA,0
15,16,CHMA,0
16,62,CHMA,0
16,63,CHMA,0
16,64,CHMA,0
16,65,CHMA,0
16,66,CHMA,0
16,67,CHMA,0
16,68,CHMA,0
16,69,CHMA,0
16,70,CHMA,0
17,56,CHMA,0
17,57,CHMA,0
17,58,CHMA,0
17,59,CHMA,0
17,60,CHMA,0
17,61,CHMA,0
17,62,CHMA,0
17,63,CHMA,0
1,30,CNMA,0
1,31,CNMA,0
1,32,CNMA,0
1,33,CNMA,0
1,34,CNMA,0
1,35,CNMA,0
1,36,CNMA,0
1,37,CNMA,0
1,38,CNMA,0
1,39,CNMA,0
2,23,CNMA,0
2,24,CNMA,0
2,25,CNMA,0
2,26,CNMA,0
2,27,CNMA,0
2,28,CNMA,0
2,29,CNMA,0
2,30,CNMA,0
2,31,CNMA,0
2,32,CNMA,0
2,33,CNMA,0
3,40,CNMA,0.031896983
3,41,CNMA,0.066542859
3,42,CNMA,0.045396014
3,43,CNMA,0
3,44,CNMA,0
3,45,CNMA,0
3,46,CNMA,0
3,47,CNMA,0
3,48,CNMA,0.033025993
3,49,CNMA,0.04276493
3,50,CNMA,0.045396014
4,10,CNMA,0
4,11,CNMA,0
